"TagCode"	"agency"	"run"	"hatchery"	"stock"	"release_loc"	"brood_year"	"hatch_reg"	"stock_reg"	"rel_reg"	"DIT"
"056351"	"USFWS"	"Late fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056350"	"USFWS"	"Late fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056347"	"USFWS"	"Late fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056348"	"USFWS"	"Late fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056572"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"SAC R AT BUTTE CITY"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056568"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"PT SAN QUENTIN NET PENS"	2020	"SAFA"	"SAFA"	"CECA"	NA
"056569"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"PT SAN QUENTIN NET PENS"	2020	"SAFA"	"SAFA"	"CECA"	NA
"056567"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056562"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"030178"	"NMFS"	"Spring"	"LITTLE PORT WALTER"	"KETA R 101-30"	"L PORT WALTER 109-10"	2019	"SEAK"	"SEAK"	"SEAK"	NA
"056564"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056556"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056557"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056558"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056559"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056560"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056555"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"220233"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"MAGRUDOR CORRIDOR"	2013	"SNAK"	"SNAK"	"SNAK"	NA
"056554"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056534"	"USFWS"	"Winter"	"LIVINGSTON STONE HAT"	"LIVINGSTON STONE HAT"	"SAC R LAKE REDDING PARK"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056561"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"190490"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"043681"	"ADFG"	"Spring"	"MEDVEJIE"	"MEDVEJIE+HIDDEN FALL"	"BEAR COVE 113-41"	2013	"SEAK"	"SEAK"	"SEAK"	NA
"190491"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"056553"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"190492"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"056552"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056551"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056563"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"043596"	"ADFG"	"Spring"	"MEDVEJIE"	"MEDVEJIE H"	"HALIBUT PT 113-40"	2013	"SEAK"	"SEAK"	"SEAK"	NA
"056550"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"190493"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"056542"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"310386"	"ADFG"	"Spring"	"WILLIAM JACK HERNAND"	"DECEPTION CR 247-41"	"DECEPTION CR 247-41"	2014	"CNAK"	"CNAK"	"CNAK"	NA
"190494"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"056543"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"190495"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"190498"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"190499"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"190501"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"190502"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"190503"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"190505"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"056544"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056545"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056546"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"190506"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"190507"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"190508"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"056547"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056565"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056566"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056548"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056570"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"190496"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"056571"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"SAC R AT BUTTE CITY"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"190497"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"190504"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"056536"	"USFWS"	"Winter"	"LIVINGSTON STONE HAT"	"LIVINGSTON STONE HAT"	"SAC R LAKE REDDING PARK"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056535"	"USFWS"	"Winter"	"LIVINGSTON STONE HAT"	"LIVINGSTON STONE HAT"	"SAC R LAKE REDDING PARK"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"056549"	"USFWS"	"Fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2020	"SAFA"	"SAFA"	"SAFA"	NA
"181878"	"CDFO"	"Fall"	"H-Phillips River H"	"S-Phillips R"	"R-Phillips Lk"	2010	""	""	""	NA
"180569"	"CDFO"	"Fall"	"H-Tofino H"	"S-Bedwell R"	"R-Bedwell R"	2011	""	""	""	NA
"043579"	"ADFG"	"Spring"	NA	"UNUK R 101-75"	"UNUK R 101-75"	2015	NA	"SEAK"	"SEAK"	NA
"044978"	"ADFG"	"Spring"	"WHITMAN LAKE"	"WHITMAN LAKE H"	"CARROLL INLET 101-45"	2016	"SEAK"	"SEAK"	"SEAK"	NA
"183572"	"CDFO"	"Fall"	"H-Port Renfrew Seapen"	"S-San Juan R"	"R-Port Renfrew"	2013	""	""	""	NA
"043893"	"ADFG"	"Spring"	"PORT ARMSTRONG"	"PORT ARMSTRONG H"	"PORT ARMSTRONG109-10"	2014	"SEAK"	"SEAK"	"SEAK"	NA
"091082"	"ODFW"	"Fall"	NA	"SALMON R WILD"	"SALMON R"	2015	NA	"NOOR"	"NOOR"	NA
"043573"	"ADFG"	"Spring"	NA	"CHILKAT R 115-32"	"CHILKAT R 115-32"	2013	NA	"SEAK"	"SEAK"	NA
"044883"	"ADFG"	"Summer"	NA	"UNUK R 101-75"	"UNUK R 101-75"	2016	NA	"SEAK"	"SEAK"	NA
"220235"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"MAGRUDOR CORRIDOR"	2013	"SNAK"	"SNAK"	"SNAK"	"DIT"
"093655"	"ODFW"	"Fall"	NA	"SALMON R WILD"	"SALMON R"	2011	NA	"NOOR"	"NOOR"	NA
"044886"	"ADFG"	"Spring"	NA	"STIKINE R 108-40"	"STIKINE R 108-40"	2016	NA	"SEAK"	"SEAK"	NA
"044887"	"ADFG"	"Spring"	NA	"STIKINE R 108-40"	"STIKINE R 108-40"	2016	NA	"SEAK"	"SEAK"	NA
"090820"	"ODFW"	"Fall"	"ELK R HATCHERY"	"CHETCO R"	"CHETCO R"	2016	"SOOR"	"SOOR"	"SOOR"	NA
"054869"	"USFWS"	"Spring"	"WINTHROP NFH"	"METHOW R     48.0002"	"METHOW R     48.0002"	2017	"UPCR"	"UPCR"	"UPCR"	NA
"055269"	"USFWS"	"Spring"	"WINTHROP NFH"	"METHOW R     48.0002"	"METHOW R     48.0002"	2017	"UPCR"	"UPCR"	"UPCR"	NA
"056018"	"USFWS"	"Summer"	"ENTIAT NFH"	"WELLS HATCHERY"	"ENTIAT R     46.0042"	2017	"UPCR"	"UPCR"	"UPCR"	NA
"056022"	"USFWS"	"Spring"	"LEAVENWORTH HATCHERY"	"LEAVENWORTH HATCHERY"	"ICICLE CR    45.0474"	2017	"UPCR"	"UPCR"	"UPCR"	NA
"056023"	"USFWS"	"Spring"	"LEAVENWORTH HATCHERY"	"LEAVENWORTH HATCHERY"	"ICICLE CR    45.0474"	2017	"UPCR"	"UPCR"	"UPCR"	NA
"056024"	"USFWS"	"Spring"	"WINTHROP NFH"	"METHOW R     48.0002"	"METHOW R     48.0002"	2017	"UPCR"	"UPCR"	"UPCR"	NA
"220231"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"CLWTR @ LAPWAI CRK"	2012	"SNAK"	"SNAK"	"SNAK"	"DIT"
"042977"	"ADFG"	"Spring"	"WHITMAN LAKE"	"WHITMAN LAKE H"	"HERRING COVE 101-45"	2010	"SEAK"	"SEAK"	"SEAK"	NA
"060594"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"060708"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061297"	"CDFW"	"Spring"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061489"	"CDFW"	"Spring"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061490"	"CDFW"	"Spring"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061491"	"CDFW"	"Spring"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061492"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061493"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061494"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061495"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061496"	"CDFW"	"Spring"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061497"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"043192"	"ADFG"	"Spring"	"WHITMAN LAKE"	"WHITMAN LAKE H"	"HERRING COVE 101-45"	2011	"SEAK"	"SEAK"	"SEAK"	NA
"211298"	"NWIFC"	"Spring"	"NF SKOKOMISH HATCHERY"	"SKAGIT R     03.0176"	"NF SKOKOMISH DAM #2 POOL"	2017	"HOOD"	"SKAG"	"HOOD"	"DIT"
"211299"	"NWIFC"	"Spring"	"NF SKOKOMISH HATCHERY"	"SKAGIT R     03.0176"	"NF SKOKOMISH DAM #2 POOL"	2017	"HOOD"	"SKAG"	"HOOD"	"DIT"
"220225"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"CLWTR @ LAPWAI CRK"	2012	"SNAK"	"SNAK"	"SNAK"	NA
"220218"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"CLWTR @ LAPWAI CRK"	2011	"SNAK"	"SNAK"	"SNAK"	NA
"043683"	"ADFG"	"Spring"	"MEDVEJIE"	"MEDVEJIE+HIDDEN FALL"	"BEAR COVE 113-41"	2013	"SEAK"	"SEAK"	"SEAK"	NA
"043767"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"CRYSTAL CR"	"CRYSTAL CR 106-44"	2013	"SEAK"	"SEAK"	"SEAK"	NA
"044073"	"ADFG"	"Spring"	"HIDDEN FALLS"	"HIDDEN FALLS H"	"KASNYKU BAY 112-11"	2014	"SEAK"	"SEAK"	"SEAK"	NA
"043992"	"ADFG"	"Spring"	"MEDVEJIE"	"MEDVEJIE H"	"BEAR COVE 113-41"	2014	"SEAK"	"SEAK"	"SEAK"	NA
"044476"	"ADFG"	"Summer"	"MEDVEJIE"	"MEDVEJIE H"	"CRAWFISH INLET+HALIBUT PT"	2016	"SEAK"	"SEAK"	"SEAK"	NA
"044284"	"ADFG"	"Spring"	"WHITMAN LAKE"	"WHITMAN LAKE H"	"CARROLL INLET 101-45"	2014	"SEAK"	"SEAK"	"SEAK"	NA
"090596"	"ODFW"	"Fall"	"KLASKANINE HATCHERY"	"BIG CR HATCHERY"	"KLASKANINE R N FK"	2015	"LOCR"	"LOCR"	"LOCR"	NA
"030179"	"NMFS"	"Spring"	"LITTLE PORT WALTER"	"KETA R 101-30"	"L PORT WALTER 109-10"	2019	"SEAK"	"SEAK"	"SEAK"	NA
"034546"	"NMFS"	NA	"LITTLE PORT WALTER"	"KETA R 101-30"	"L PORT WALTER 109-10"	2015	"SEAK"	"SEAK"	"SEAK"	NA
"091161"	"ODFW"	"Fall"	"MORGAN CR (STEP-COOS"	"COOS R"	"MORGAN CR (COOS R)"	2016	"SOOR"	"SOOR"	"SOOR"	NA
"036265"	"NMFS"	NA	"LITTLE PORT WALTER"	"CHICKAMIN R 101-71"	"L PORT WALTER 109-10"	2010	"SEAK"	"SEAK"	"SEAK"	NA
"036266"	"NMFS"	NA	"LITTLE PORT WALTER"	"CHICKAMIN R 101-71"	"L PORT WALTER 109-10"	2010	"SEAK"	"SEAK"	"SEAK"	NA
"044990"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"CRYSTAL LAKE H"	"ANITA BAY 107-30"	2016	"SEAK"	"SEAK"	"SEAK"	NA
"044286"	"ADFG"	"Spring"	"WHITMAN LAKE"	"WHITMAN LAKE H"	"KETCHIKAN CR 101-47"	2014	"SEAK"	"SEAK"	"SEAK"	NA
"045210"	"ADFG"	"Spring"	"WHITMAN LAKE"	"WHITMAN LAKE H"	"HERRING COVE 101-45"	2017	"SEAK"	"SEAK"	"SEAK"	NA
"045382"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"CRYSTAL LAKE H"	"CRYSTAL CR 106-44"	2018	"SEAK"	"SEAK"	"SEAK"	NA
"044680"	"ADFG"	"Spring"	"WHITMAN LAKE"	"WHITMAN LAKE H"	"HERRING COVE 101-45"	2015	"SEAK"	"SEAK"	"SEAK"	NA
"043879"	"ADFG"	"Spring"	"WILLIAM JACK HERNAND"	"DECEPTION CR 247-41"	"DECEPTION CR 247-41"	2014	"CNAK"	"CNAK"	"CNAK"	NA
"042967"	"ADFG"	NA	NA	"STIKINE R 108-40"	"STIKINE R 108-40"	2010	NA	"SEAK"	"SEAK"	NA
"618202"	"ODFW"	"Spring"	"CARSON NFH"	"HOOD R"	"HOOD R W FK"	2010	"CECR"	"CECR"	"CECR"	NA
"040991"	"ADFG"	"Spring"	NA	"UNUK R 101-75"	"UNUK R 101-75"	2011	NA	"SEAK"	"SEAK"	NA
"094260"	"ODFW"	"Fall"	"ELK R HATCHERY"	"CHETCO R"	"CHETCO R"	2014	"SOOR"	"SOOR"	"SOOR"	NA
"181880"	"CDFO"	"Fall"	"H-Phillips River H"	"S-Phillips R"	"R-Phillips R"	2010	""	""	""	NA
"030266"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2010	"SEAK"	"SEAK"	"SEAK"	NA
"043091"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"CRYSTAL CR"	"CRYSTAL CR 106-44"	2011	"SEAK"	"SEAK"	"SEAK"	NA
"030188"	"NMFS"	"Spring"	"LITTLE PORT WALTER"	"KETA R 101-30"	"L PORT WALTER 109-10"	2019	"SEAK"	"SEAK"	"SEAK"	NA
"030187"	"NMFS"	"Spring"	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2019	"SEAK"	"SEAK"	"SEAK"	NA
"030180"	"NMFS"	"Spring"	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2019	"SEAK"	"SEAK"	"SEAK"	NA
"030173"	"NMFS"	"Spring"	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2017	"SEAK"	"SEAK"	"SEAK"	NA
"030172"	"NMFS"	"Spring"	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2017	"SEAK"	"SEAK"	"SEAK"	NA
"030720"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2011	"SEAK"	"SEAK"	"SEAK"	NA
"030719"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2012	"SEAK"	"SEAK"	"SEAK"	NA
"030721"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2011	"SEAK"	"SEAK"	"SEAK"	NA
"030725"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2012	"SEAK"	"SEAK"	"SEAK"	NA
"043464"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"WHITMAN LAKE H"	"NEETS BAY 101-90"	2012	"SEAK"	"SEAK"	"SEAK"	NA
"211104"	"NWIFC"	"Fall"	"KALAMA CR HATCHERY"	"KALAMA CR    11.0017"	"KALAMA CR    11.0017"	2013	"SPS"	"SPS"	"SPS"	NA
"030290"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2013	"SEAK"	"SEAK"	"SEAK"	NA
"045058"	"ADFG"	"Spring"	NA	"TAKU R 111-32"	"TAKU R 111-32"	2017	NA	"SEAK"	"SEAK"	NA
"031672"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2012	"SEAK"	"SEAK"	"SEAK"	NA
"031675"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2012	"SEAK"	"SEAK"	"SEAK"	NA
"031676"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2012	"SEAK"	"SEAK"	"SEAK"	NA
"044787"	"ADFG"	"Spring"	NA	"TAKU R 111-32"	"TAKU R 111-32"	2015	NA	"SEAK"	"SEAK"	NA
"043698"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"CRYSTAL CR"	"ANITA BAY 107-30"	2013	"SEAK"	"SEAK"	"SEAK"	NA
"044790"	"ADFG"	"Spring"	NA	"STIKINE R 108-40"	"STIKINE R 108-40"	2015	NA	"SEAK"	"SEAK"	NA
"044796"	"ADFG"	"Summer"	NA	"UNUK R 101-75"	"UNUK R 101-75"	2018	NA	"SEAK"	"SEAK"	NA
"310382"	"ADFG"	"Spring"	"WILLIAM JACK HERNAND"	"NINILCHIK R 244-20"	"NINILCHIK R 244-20"	2014	"CNAK"	"CNAK"	"CNAK"	NA
"056286"	"USFWS"	"Winter"	"LIVINGSTON STONE HAT"	"LIVINGSTON STONE HAT"	"BATTLE CREEK NFK WILDCAT"	2018	"SAFA"	"SAFA"	"SAFA"	NA
"1901010106"	"YAKA"	"Fall"	"MARION YAKAMA TRIB HAT"	"LTL WHITE SALMON-NFH"	"YAKIMA R-UPR 39.0002"	2015	"UPCR"	"CECR"	"UPCR"	NA
"090925"	"ODFW"	"Spring"	"COLE RIVERS HATCHERY"	"COLE RIVERS HATCHERY"	"ROGUE R 3"	2015	"SOOR"	"SOOR"	"SOOR"	NA
"1901010107"	"YAKA"	"Fall"	"MARION YAKAMA TRIB HAT"	"LTL WHITE SALMON-NFH"	"YAKIMA R-LOW 37.0002"	2016	"UPCR"	"CECR"	"UPCR"	NA
"1901010108"	"YAKA"	"Fall"	"MARION YAKAMA TRIB HAT"	"LTL WHITE SALMON-NFH"	"YAKIMA R-LOW 37.0002"	2017	"UPCR"	"CECR"	"UPCR"	NA
"190514"	"YAKA"	"Fall"	"MARION YAKAMA TRIB HAT"	"LTL WHITE SALMON-NFH"	"YAKIMA R-LOW 37.0002"	2017	"UPCR"	"CECR"	"UPCR"	NA
"090577"	"ODFW"	"Spring"	"WILLAMETTE HATCHERY"	"MID WILLAMETTE R"	"WILLAMETTE R M FK-1"	2011	"LOCR"	"LOCR"	"LOCR"	NA
"182776"	"CDFO"	"Fall"	"H-Robertson Creek H"	"S-Robertson Cr"	"R-Robertson Cr"	2018	""	""	""	NA
"094342"	"ODFW"	"Spring"	"TRASK R PONDS"	"TRASK R (TRASK HT)"	"TRASK R"	2010	"NOOR"	"NOOR"	"NOOR"	NA
"637623"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ SAL HATCHERY"	"COWLITZ R    26.0002"	2019	"LOCR"	"LOCR"	"LOCR"	NA
"220332"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"CAPTAIN JOHNS PD"	2011	"SNAK"	"SNAK"	"SNAK"	NA
"043994"	"ADFG"	"Spring"	"MEDVEJIE"	"MEDVEJIE H"	"HALIBUT PT 113-40"	2014	"SEAK"	"SEAK"	"SEAK"	NA
"220290"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"SNAKE R"	"CAPTAIN JOHNS PD"	2020	"SNAK"	"SNAK"	"SNAK"	NA
"220204"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"CLWTR @ LAPWAI CRK"	2010	"SNAK"	"SNAK"	"SNAK"	NA
"220322"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"SNAKE R@PITT. LNDG"	2010	"SNAK"	"SNAK"	"SNAK"	NA
"091009"	"ODFW"	"Fall"	"BONNEVILLE HATCHERY"	"TANNER CR (BNVILLE)"	"TANNER CR (BNVILLE)"	2015	"LOCR"	"LOCR"	"LOCR"	NA
